Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Ações_Ofensivas_BemSucedidas,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Corridas_Progressivas,Acelerações,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Deep_Completed_Crosses,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
18,Gabriel Biteco,Brasil de Pelotas,Brasil de Pelotas,"RB, RAMF",RB,1,24,0,,10,705,Brazil,Brazil,,0,0,no,9.7,5.490392000000001,0.765,1.148648,3.063606,4.726926000000001,1.66,2.42372,0.13,1.020051,0.51,0.13,0.04,0.26,0.8939099999999999,0.13,0.64,0.7660899999999999,RS,Testing,2024,0.01229839997680788,0.00656996626673001,0.009434183121768943
19,Lessa,Guarany de Bagé,Guarany de Bagé,RB,RB,1,24,0,,11,953,Brazil,Brazil,right,0,0,no,8.88,4.534974,1.700718,2.453818,4.435782,5.383728,2.93,4.157804,0.47,1.981,1.13,0.57,0.09,1.13,2.834486,0.19,0.76,0.661215,RS,Testing,2024,0.2337949268243099,0.2456458100851835,0.2397203684547468
20,João Gabriel,Guarany de Bagé,Guarany de Bagé,"LB, LW",LB,1,24,0,,12,1084,Brazil,Brazil,left,175,68,no,8.72,3.983274,0.997928,1.824822,3.652632000000001,4.479934,2.16,1.992528,0.33,0.9138960000000002,0.83,0.5,0.03,0.5,2.575969,0.33,0.75,1.162617,RS,Testing,2024,0.0892913678823546,0.1134364427639908,0.1013639053231727
21,João Vitor,São Luiz,São Luiz,RB,RB,1,21,0,,11,943,Brazil,Brazil,,0,0,no,10.59,5.440087999999999,1.718576,1.429488,6.584208,6.015,3.05,4.007256,0.67,1.814184,2.58,0.57,0.06,0.76,3.819541000000001,0.57,1.05,1.62,RS,Testing,2024,0.5173806328957725,0.5084076764011607,0.5128941546484667
22,Marcelo,Caxias,Caxias,RB,RB,1,34,0,,11,1077,Brazil,Brazil,right,180,76,no,8.52,3.946864,1.433142,3.588858,6.284450000000001,11.486335,0.81,0.449946,0.09,0.27,0.9,0.18,0.16,1.44,3.765048000000001,0.36,0.36,0.807034,RS,Testing,2024,0.2578325622140648,0.2420061963988963,0.2499193793064806
23,Márcio Duarte,São Luiz,São Luiz,"LB, LW",LB,1,32,0,,12,1038,Brazil,Brazil,,178,74,no,5.9,1.9964,1.300104,1.0416,6.93855,6.678408000000001,2.51,0.9540090000000001,1.39,0.86535,0.43,0.17,0.09,1.04,3.382722,0.0,1.39,1.212,RS,Testing,2024,0.4241515604251774,0.3605290786334933,0.3923403195293354
24,Dudu Mandai,Caxias,Caxias,LB,LB,1,31,0,,13,1160,Brazil,Brazil,left,172,68,no,9.23,3.724588,1.318428,2.639,8.066024,11.014248,2.64,2.330318,0.85,1.398446,1.94,1.16,0.17,1.55,4.65805,0.39,1.09,1.162469,RS,Testing,2024,0.6053408580637828,0.5960553564097015,0.6006981072367422
0,J. Piquerez,Palmeiras,Palmeiras,"LWB, LCB, LB",LWB,1,25,8000000,2025-12-31,13,1133,Uruguay,"Uruguay, Italy",left,183,80,no,8.82,3.892,0.7928730000000002,1.351148,4.04922,13.5065,2.38,2.302102,0.48,1.112254,0.87,0.08,0.11,1.11,2.937339,0.4,1.19,1.428245,SP,Testing,2024,0.3213352837903587,0.4120053898548715,0.3624124318954186
1,Welington,São Paulo,São Paulo,"LB, LWB",LB,1,23,3000000,2024-12-31,13,1218,Brazil,Brazil,left,175,73,no,7.68,4.802630000000001,1.69983,1.920852,6.356974,10.196208,4.43,3.692472,1.03,2.2878,3.33,0.89,0.15,1.33,3.765887999999999,0.81,1.85,1.993054,SP,Testing,2024,0.6998738318985439,0.7139790410146287,0.704956089190706
2,Igor Vinícius,São Paulo,São Paulo,"RB, RWB",RB,1,26,3000000,2025-12-31,8,563,Brazil,Brazil,right,174,70,no,7.35,4.154289,0.800064,0.48,3.520224,10.391251,4.16,3.835172,1.6,2.72,1.12,0.32,0.23,1.44,3.199872,0.32,0.96,0.6399360000000001,SP,Testing,2024,0.2584342375383841,0.3292673212330514,0.2891033051703067
3,Felipe Jonatan,Santos,Santos,LB,LB,1,26,2500000,2025-02-28,13,1006,Brazil,Brazil,left,176,77,no,8.05,4.022620000000001,1.254705,2.327147,6.171388,12.975385,2.33,2.058976,0.54,1.1635,0.89,0.27,0.14,1.07,4.920443,0.27,0.81,0.9847440000000001,SP,Testing,2024,0.5728178366324707,0.5730753251292673,0.5700754807837712
4,Heitor,Guarani,Guarani,RB,RB,1,23,2000000,2024-12-31,9,758,Brazil,Brazil,right,174,67,no,10.09,4.63144,0.235,2.138776,5.10416,11.16193,1.78,1.424528,0.47,0.712858,0.71,0.47,0.09,0.71,2.490904,0.12,0.71,0.8307260000000001,SP,Testing,2024,0.2791522901360045,0.2787012371367582,0.2740789545655432
5,J. Hurtado,Red Bull Bragantino,Red Bull Bragantino,"RB, RWB",RB,1,22,1500000,2026-12-31,8,681,Ecuador,Ecuador,right,178,69,no,7.93,4.756101,1.850448,1.45468,4.360634999999999,9.38172,1.85,1.18918,0.79,0.5272199999999999,0.66,0.13,0.05,0.66,2.511774,0.26,1.19,1.321013,SP,Testing,2024,0.266875059804794,0.285436418373363,0.2712893002906919
6,Juninho Capixaba,Red Bull Bragantino,Red Bull Bragantino,"LB, LWB",LB,1,26,1300000,2026-12-31,11,906,Brazil,Brazil,left,176,63,no,10.43,4.27025,1.689072,2.781068,8.2467,14.804085,3.87,3.475,2.58,2.083995,3.08,0.5,0.02,0.79,5.858709999999999,0.79,0.99,1.689856,SP,Testing,2024,1.0,1.0,1.0
7,Fágner,Corinthians,Corinthians,RB,RB,1,34,1200000,2024-12-31,10,906,Brazil,Brazil,right,168,67,no,7.15,4.072468,0.1975,1.291992,7.453647999999999,11.91619,2.28,1.889524,0.5,0.8952929999999999,1.19,0.2,0.18,1.09,4.671990000000001,0.3,1.59,1.789764,SP,Testing,2024,0.6259083797866772,0.6196770016664053,0.6202567083557295
8,Mayke,Palmeiras,Palmeiras,"RWB, RAMF",RWB,1,31,1000000,2025-12-31,7,582,Brazil,Brazil,right,179,68,no,5.57,3.09375,2.16477,2.162284,6.33624,11.752,3.87,2.01,2.16,1.084938,2.47,0.46,0.34,2.01,1.701966,1.08,2.01,2.47248,SP,Testing,2024,0.7451655807731742,0.7821192475936978,0.7620533710867025
9,Warley,Mirassol,Mirassol,LB,LB,1,24,800000,,11,857,Brazil,Brazil,right,172,64,no,7.56,3.254832,0.839958,3.468,10.504768,19.320945,1.47,3.152752,0.11,0.9480000000000001,3.05,0.63,0.0,0.11,8.403756999999999,0.63,0.53,1.262794,SP,Testing,2024,0.9687085715333268,0.9650371578431993,0.9666501494092091
10,Rodrigo Ferreira,Santos,Mirassol,RB,RB,1,28,800000,2024-05-31,10,919,Brazil,Brazil,right,178,80,no,8.72,3.920147,1.761965,2.152452,5.584675,14.592135,1.66,1.566492,0.98,0.293304,1.37,0.2,0.12,0.78,4.311804,0.29,0.98,0.684675,SP,Testing,2024,0.6138197440922478,0.549350498509859,0.5787720985149636
11,Aderlan,Santos,Santos,"RB, RWB",RB,1,33,800000,2024-12-31,11,837,Brazil,Brazil,right,180,71,no,10.22,5.587998,1.39635,3.5475,6.991613999999999,9.462149,2.26,1.72104,0.54,0.9675,0.75,0.11,0.12,0.75,3.440086,1.08,0.86,1.826232,SP,Testing,2024,0.5874295592199424,0.5924335715521325,0.5871746561336415
12,Nathan Mendes,Red Bull Bragantino,Red Bull Bragantino,"RB, RWB",RB,1,21,600000,2024-12-31,9,698,Brazil,Brazil,right,182,79,no,8.51,3.220956,1.6744,1.032966,6.314497,10.187502,2.19,2.448126,1.03,1.54922,3.22,0.9,0.02,0.26,5.413488,0.39,0.52,0.6461279999999999,SP,Testing,2024,0.518951102342697,0.5166243457372103,0.5145457883702046
13,Danilo Barcelos,Grêmio Novorizontino,Grêmio Novorizontino,"LB, LWB",LB,1,32,550000,,13,918,Brazil,Brazil,left,186,75,no,6.86,3.236051,1.469196,1.175192,3.823236,8.431542,1.47,1.276236,0.29,0.196647,0.39,0.1,0.09,1.27,1.66844,0.1,1.08,1.077212,SP,Testing,2024,0.1141200788987898,0.1052287172768028,0.1036886974525658
14,Hugo,Corinthians,Corinthians,LB,LB,1,26,500000,2024-12-31,12,843,Brazil,Brazil,left,179,73,no,9.72,5.231380000000001,1.38656,1.601743,6.085224,14.41276,1.17,0.96,0.53,0.5333760000000001,0.85,0.32,0.06,0.75,4.487112,0.75,0.53,1.279936,SP,Testing,2024,0.5517100129536091,0.5506442246153971,0.5481596615762329
15,Arthur Henrique,São Bernardo FC,São Bernardo FC,"LWB, LB",LWB,1,29,500000,2024-12-31,11,1018,Brazil,Brazil,left,176,68,no,9.13,5.79608,0.3233009999999999,0.9658979999999999,3.97193,5.584176,3.01,3.866225,0.54,2.257371,1.07,0.64,0.1,0.75,2.363301,0.32,0.54,0.9686359999999999,SP,Testing,2024,0.1939977371739301,0.185666830659961,0.1843854884947021
16,Douglas Borel,Portuguesa,Portuguesa,"RB, RWB",RB,1,21,500000,2024-12-31,10,801,Brazil,Brazil,right,178,71,yes,4.94,2.47,1.571055,0.9,1.57242,6.404853,1.69,2.808558000000001,1.8,0.6740389999999999,2.13,0.67,0.01,0.56,1.014,0.34,0.67,0.561156,SP,Testing,2024,0.0181478473900521,0.0650115230276681,0.03513618063621628
17,Júnior Caiçara,Santo André,Santo André,"RB, LB",RB,1,34,450000,2024-06-30,9,602,Brazil,"Brazil, Bulgaria",right,173,65,no,7.92,4.33751,1.793423,2.540436,6.129017999999999,11.06205,2.24,1.0465,0.15,0.895,1.2,0.75,0.17,1.79,5.235240999999999,0.45,1.5,1.795235,SP,Testing,2024,0.5935350736785804,0.6469511000290544,0.6176899633770015
18,Hayner,Santos,Santos,"RB, LB",RB,1,28,400000,,11,876,Brazil,Brazil,right,178,71,no,8.22,3.288132,0.9234680000000001,0.616605,3.6975,8.116416,4.01,3.595072,0.51,2.3653,3.08,1.85,0.06,0.51,2.26296,0.41,1.44,1.641502,SP,Testing,2024,0.2355302112799743,0.3229010481595972,0.2743697627091279
19,G. Risso Patrón,Ponte Preta,Ponte Preta,"LB, LWB",LB,1,28,400000,2024-12-31,12,1127,Argentina,Argentina,left,179,71,yes,10.94,3.513699,0.24,1.915118,5.992695,6.545339999999999,1.84,0.9600799999999999,1.04,0.72,0.48,0.64,0.09,0.72,2.713149,0.16,1.2,0.960016,SP,Testing,2024,0.2824273273975721,0.2379470651534366,0.2552134002174168
20,Alex Silva,Água Santa,Água Santa,RB,RB,1,29,300000,,9,817,Brazil,Brazil,right,184,82,no,9.14,3.6366,1.764406,2.7563,6.607224,11.125905,2.42,3.966144,0.33,1.87,2.31,0.77,0.03,0.55,4.408872,0.77,0.77,1.209967,SP,Testing,2024,0.5889368552858897,0.5903924792430026,0.586905963643504
21,Igor Inocêncio,Ponte Preta,Ponte Preta,"RB, RW",RB,1,25,300000,,12,1139,Brazil,Brazil,right,185,78,no,8.06,4.03,1.42142,1.896,4.344921,8.295525,2.37,1.659,0.95,1.266174,0.63,0.24,0.08,0.71,1.895432,0.32,1.11,1.027939,SP,Testing,2024,0.2782953814149078,0.2831136481402344,0.2758686576107467
22,Wallison,Botafogo SP,Botafogo SP,"RWB, RB",RWB,1,22,300000,,11,814,Brazil,Brazil,right,177,70,yes,8.07,2.876868,0.8843559999999999,1.32636,4.646178000000001,6.968481000000001,1.0,0.8856700000000001,0.22,0.443289,0.55,0.11,0.0,0.33,2.983056,0.22,0.55,0.5525,SP,Testing,2024,0.01335629846063164,0.0,0.0
23,Felipe Albuquerque,Inter de Limeira,Inter de Limeira,RB,RB,1,24,250000,,9,667,Brazil,Brazil,right,174,73,no,10.29,6.663727,2.171472,1.015116,5.219942,5.075232000000001,1.3,1.447648,0.14,0.7214430000000001,1.3,0.29,0.06,0.58,3.625029,0.14,0.58,0.7249129999999999,SP,Testing,2024,0.2477191779650584,0.2152812391152912,0.2263335485227206
24,Willean Lepo,Grêmio Novorizontino,Grêmio Novorizontino,"RB, RCB, RWB",RB,1,27,250000,,12,967,Brazil,Brazil,right,180,78,no,10.98,6.144600000000001,1.302,2.418658,6.328412999999999,7.725607999999999,3.82,2.977485,0.65,2.046,2.23,0.47,0.12,0.65,2.791416,0.47,1.58,1.85932,SP,Testing,2024,0.5802832607381595,0.5723140642627726,0.5734500986047723
25,Léo Duarte,Ituano,Ituano,"RB, LB",RB,1,24,200000,,11,787,Brazil,Brazil,right,175,67,no,9.94,5.163972,1.1628,2.192388,7.615256,10.97516,3.23,3.22695,0.26,1.6796,0.65,0.26,0.07,0.9,4.777542,0.13,1.16,1.421616,SP,Testing,2024,0.5955787107938902,0.5968379857305937,0.5934936381144978
26,Hélder,Guarani,Guarani,LB,LB,1,35,100000,,9,707,Brazil,Brazil,left,177,81,no,8.02,4.201052000000001,1.271454,2.162676,5.477072999999999,7.254239999999999,2.42,2.419206,0.76,1.4025,0.64,0.13,0.06,1.02,2.293448,0.64,1.02,1.143504,SP,Testing,2024,0.4070903872090958,0.3609785833389787,0.3798933203284751
27,Gabriel Inocêncio,Água Santa,Água Santa,"LB, RB",LB,1,29,100000,2024-11-30,10,924,Brazil,Brazil,right,175,69,no,10.71,6.621909999999999,1.75269,1.461677,3.894756,9.544364999999999,1.95,2.62875,0.19,1.55807,2.92,1.07,0.01,0.29,2.145,0.1,0.49,0.585,SP,Testing,2024,0.2729768256935655,0.2193848288437813,0.2411128657370991
28,Vitor Ricardo,São Bernardo FC,São Bernardo FC,"RWB, RB",RWB,1,23,100000,2024-12-31,11,734,Brazil,Brazil,right,178,67,no,5.74,2.297548,0.573276,1.576552,4.019412,9.903960000000001,2.73,1.579458,1.0,0.8614859999999999,1.58,0.43,0.09,0.86,1.578924,0.43,1.58,1.5796,SP,Testing,2024,0.3113034067415242,0.2990602541099086,0.3005105353960575
29,Luiz Felipe,Ponte Preta,Ponte Preta,RB,RB,1,26,100000,2025-04-11,8,570,Brazil,Brazil,right,180,76,no,12.32,7.575648,0.9491700000000001,2.681676,5.997012,8.528144999999999,3.63,3.473302,0.32,2.526786,1.42,0.47,0.11,1.11,4.102626999999999,0.79,0.95,1.423125,SP,Testing,2024,0.5511964563440964,0.5639600927057957,0.554603852585907
30,Reverson,Grêmio Novorizontino,Grêmio Novorizontino,"LB, LCB, LWB",LB,1,27,100000,,12,683,Brazil,Brazil,left,175,71,no,8.43,3.689646,1.58195,2.636534999999999,4.480224,6.327999999999999,1.32,1.1844,0.92,0.920835,1.05,0.13,0.05,1.19,1.976166,0.53,0.0,0.657666,SP,Testing,2024,0.1795514930896559,0.1750728483551074,0.1717812019939444
31,Jean Victor,Botafogo SP,Botafogo SP,"LB, LWB",LB,1,29,50000,2024-12-05,11,973,Brazil,Brazil,left,181,72,no,8.6,3.145296,0.6475,1.573395,4.7175,6.382574,0.92,0.8316040000000001,1.11,0.184426,0.37,0.0,0.04,0.65,2.776846,0.37,0.55,0.922635,SP,Testing,2024,0.1101953959743733,0.0670727914969983,0.08250693815087799
32,JP Galvão,Inter de Limeira,Inter de Limeira,"RB, RWB",RB,1,22,0,,10,650,Brazil,Brazil,right,184,75,yes,8.02,4.007558,1.038363,2.227956,4.157421,8.759386,1.19,1.484556,0.3,0.892,1.19,0.74,0.0,0.0,3.41692,0.3,0.59,0.445744,SP,Testing,2024,0.1340145551249052,0.1046419273299514,0.1134074438308435
33,Zé Mário,Inter de Limeira,Inter de Limeira,LB,LB,1,32,0,2024-04-10,9,821,Brazil,Brazil,left,175,78,no,9.48,5.049587,1.475331,3.9424,8.005608,9.852741,1.35,0.985356,0.49,0.6125,1.97,0.49,0.25,1.6,5.16928,0.74,0.37,0.8633580000000001,SP,Testing,2024,0.5949201117599295,0.6055735469209218,0.5975592700897278
34,Marlinho,Ituano,Ituano,"LWB, LB, LAMF",LWB,1,18,0,,10,679,Brazil,Brazil,unknown,0,0,no,7.94,2.549062,0.4259999999999999,1.13339,3.685854,5.103657000000001,2.55,2.693636,0.85,1.276392,1.28,0.43,0.03,0.57,1.278,0.71,0.85,1.274253,SP,Testing,2024,0.1513303250212161,0.1266766350128201,0.133214960170431
35,Eduardo Diniz,Portuguesa,Portuguesa,"LB, LWB",LB,1,34,0,2024-12-31,11,968,Brazil,Brazil,both,179,68,no,5.39,2.418853,0.3720000000000001,2.791665000000001,4.836517,5.952891999999999,1.77,0.93096,0.19,0.6506440000000001,0.28,0.09,0.25,1.86,2.604000000000001,0.19,0.84,0.7453799999999999,SP,Testing,2024,0.0,0.02240949929089936,0.004557032961296874
36,Igor Fernandes,Santo André,Santo André,LB,LB,1,31,0,,11,1034,Brazil,Brazil,left,183,78,no,7.14,3.04375,1.218475,2.175,5.131976,7.39883,1.91,1.5675,0.52,0.9570000000000001,1.91,0.26,0.03,0.35,2.958,0.0,0.87,0.9570000000000001,SP,Testing,2024,0.183657221094479,0.1822846931913755,0.1774780327000855
